sessionState,sensorTimeMicros,phoneTimeMs,sampleNumber,aX,aY,aZ,gX,gY,gZ,batteryCharge,batteryVoltage,rssi
200,0,1773659208775,0,0.000854,0.000000,-0.000244,-9.765625,1.220703,-1.639159,86,0.000000,0
200,0,1773659208776,0,0.000854,0.000000,-0.000244,-14.648438,2.441406,-37.841797,86,0.000000,0
200,0,1773659208823,0,0.000854,0.000000,-0.000244,-26.855469,7.324219,-1.681769,86,0.000000,0
200,0,1773659208825,0,0.000854,0.000000,-0.000244,-37.841797,10.986328,-1.745685,86,0.000000,0
200,0,1773659208826,0,0.000977,0.000000,-0.000122,-25.634766,9.765625,-2.001348,86,0.000000,0
200,0,1773659208872,0,0.000977,0.000000,-0.000122,-28.076172,17.089844,-2.107875,86,0.000000,0
200,0,1773659208873,0,0.000854,0.000000,-0.000244,-29.296875,26.855469,-2.320928,86,0.000000,0
200,0,1773659208875,0,0.000977,0.000000,-0.000122,-29.296875,29.296875,-2.384844,86,0.000000,0
200,0,1773659208922,0,0.000977,0.000000,-0.000122,-29.296875,37.841797,-90.332031,86,0.000000,0
200,0,1773659208923,0,0.001099,0.000000,-0.000244,-25.634766,40.283203,-102.539062,86,0.000000,0
200,0,1773659208924,0,0.001099,0.000122,-0.000244,-20.751953,36.621094,-2.874866,86,0.000000,0
200,0,1773659208970,0,0.001099,0.000122,-0.000244,-28.076172,35.400391,-3.002697,86,0.000000,0
200,0,1773659208972,0,0.001221,0.000122,-0.000244,-40.283203,35.400391,-3.151834,86,0.000000,0
200,0,1773659208972,0,0.001221,0.000122,-0.000122,-48.828125,35.400391,-3.215750,86,0.000000,0
200,0,1773659209022,0,0.001221,0.000122,-0.000122,-64.697266,37.841797,-3.386192,86,0.000000,0
200,0,1773659209022,0,0.001221,0.000122,-0.000122,-91.552734,40.283203,-3.556635,86,0.000000,0
200,0,1773659209024,0,0.001221,0.000122,-0.000122,-106.201172,40.283203,-3.641856,86,0.000000,0
200,0,1773659209070,0,0.001343,0.000000,-0.000122,-139.160156,40.283203,-162.353516,86,0.000000,0
200,0,1773659209072,0,0.001465,-0.000122,-0.000122,-158.691406,40.283203,-173.339844,86,0.000000,0
200,0,1773659209072,0,0.001587,-0.000122,-0.000244,-169.677734,40.283203,-177.001953,86,0.000000,0
200,0,1773659209165,0,0.001587,-0.000366,-0.000488,-195.312500,36.621094,-4.153183,86,0.000000,0
200,0,1773659209167,0,0.001465,-0.000610,-0.000610,-156.250000,29.296875,-194.091797,86,0.000000,0
200,0,1773659209169,0,0.001465,-0.000244,-0.000488,-115.966797,24.414062,-4.430151,86,0.000000,0
200,0,1773659209169,0,0.001709,0.000488,-0.000122,-63.476562,41.503906,-4.408846,86,0.000000,0
200,0,1773659209214,0,0.001343,0.000122,-0.000366,-151.367188,56.152344,-128.173828,86,0.000000,0
200,0,1773659209215,0,0.000244,0.000000,0.000000,-156.250000,47.607422,-1.639159,86,0.000000,0
200,0,1773659209216,0,0.000000,0.000244,-0.000610,-93.994141,-21.972656,-1.852211,86,0.000000,0
200,0,1773659209263,0,0.000122,0.000000,-0.000488,-122.070312,-75.683594,-0.616505,86,0.000000,0
200,0,1773659209265,0,0.000122,-0.000732,-0.000244,-169.677734,-123.291016,78.125000,86,0.000000,0
200,0,1773659209268,0,0.000366,-0.000977,0.000000,-129.394531,-112.304688,0.725728,86,0.000000,0
200,0,1773659209310,0,0.000366,-0.000366,0.000000,-26.855469,-135.498047,136.718750,86,0.000000,0
200,0,1773659209313,0,0.000488,0.000000,0.000000,-24.414062,-153.808594,1.727077,86,0.000000,0
200,0,1773659209313,0,0.000610,0.000000,0.000000,-35.400391,-163.574219,2.025351,86,0.000000,0
200,0,1773659209362,0,0.000610,-0.000244,0.000000,-28.076172,-184.326172,209.960938,86,0.000000,0
200,0,1773659209363,0,0.000854,-0.000488,0.000122,21.972656,-197.753906,242.919922,86,0.000000,0
200,0,1773659209364,0,0.000854,-0.000366,0.000122,45.166016,-203.857422,3.474111,86,0.000000,0
200,0,1773659209409,0,0.001099,-0.000244,0.000122,64.697266,-197.753906,3.900217,86,0.000000,0
200,0,1773659209410,0,0.001099,-0.000122,0.000122,73.242188,-186.767578,4.411543,86,0.000000,0
200,0,1773659209412,0,0.001221,-0.000122,0.000122,73.242188,-183.105469,4.667207,86,0.000000,0
200,0,1773659209458,0,0.001221,-0.000122,0.000000,75.683594,-175.781250,5.178534,86,0.000000,0
200,0,1773659209459,0,0.001465,-0.000122,0.000000,84.228516,-166.015625,5.625945,86,0.000000,0
200,0,1773659209460,0,0.001587,-0.000122,0.000000,83.007812,-158.691406,5.860303,86,0.000000,0
200,0,1773659209505,0,0.001709,-0.000122,0.000000,79.345703,-145.263672,6.627294,86,0.000000,0
200,0,1773659209508,0,0.001831,-0.000122,0.000000,87.890625,-134.277344,6.414240,86,0.000000,0
200,0,1773659209509,0,0.001831,0.000000,-0.000122,91.552734,-130.615234,6.350325,86,0.000000,0
200,0,1773659209554,0,0.001831,0.000244,0.000000,84.228516,-108.642578,6.009440,86,0.000000,0
200,0,1773659209560,0,0.001831,0.000732,0.000122,37.841797,-69.580078,350.341797,86,0.000000,0
200,0,1773659209561,0,0.001831,0.000732,0.000000,34.179688,-52.490234,4.305017,86,0.000000,0
200,0,1773659209603,0,0.001221,0.001831,0.000000,-36.621094,-68.359375,2.451457,86,0.000000,0
200,0,1773659209604,0,0.000977,0.001709,0.000488,-95.214844,-12.207031,-0.339536,86,0.000000,0
200,0,1773659209606,0,0.000977,0.001465,0.000244,-57.373047,10.986328,-1.191748,86,0.000000,0
200,0,1773659209654,0,0.001221,0.001221,0.000000,-39.062500,61.035156,-3.705772,86,0.000000,0
200,0,1773659209654,0,0.001343,0.000854,0.000000,-6.103516,65.917969,-5.303668,86,0.000000,0
200,0,1773659209655,0,0.001343,-0.000366,-0.000488,-45.166016,62.255859,-4.494067,86,0.000000,0
200,0,1773659209749,0,0.001099,-0.001831,0.000000,3.662109,53.710938,-3.599245,86,0.000000,0
200,0,1773659209752,0,0.001831,0.000000,0.000854,256.347656,72.021484,-207.519531,86,0.000000,0
200,0,1773659209753,0,0.001831,0.000977,-0.000122,240.478516,34.179688,-5.048005,86,0.000000,0
200,0,1773659209801,0,0.001831,0.000732,-0.000366,69.580078,-1.220703,-5.772385,86,0.000000,0
200,0,1773659209802,0,0.001221,0.000366,-0.000244,-128.173828,21.972656,-3.151834,86,0.000000,0
200,0,1773659209802,0,0.000977,0.000000,0.000000,-124.511719,42.724609,-2.917476,86,0.000000,0
200,0,1773659209850,0,0.000854,0.000000,-0.000122,-95.214844,31.738281,-80.566406,86,0.000000,0
200,0,1773659209853,0,0.000854,0.000000,0.000000,-64.697266,21.972656,-68.359375,86,0.000000,0
200,0,1773659209854,0,0.000854,0.000000,0.000000,-36.621094,13.427734,-2.107875,86,0.000000,0
200,0,1773659209897,0,0.000977,0.000000,0.000000,1.220703,0.000000,-1.958738,86,0.000000,0
200,0,1773659209897,0,0.000977,0.000000,-0.000244,0.000000,-2.441406,-1.788296,86,0.000000,0
200,0,1773659209898,0,0.000977,0.000122,-0.000244,-14.648438,1.220703,-1.703074,86,0.000000,0
200,0,1773659209943,0,0.000854,0.000000,-0.000244,-40.283203,8.544922,-1.532632,86,0.000000,0
200,0,1773659209944,0,0.000854,0.000000,-0.000244,-62.255859,14.648438,-1.468716,86,0.000000,0
200,0,1773659209945,0,0.000854,0.000000,-0.000244,-63.476562,14.648438,-1.468716,86,0.000000,0
200,0,1773659209998,0,0.000854,-0.000122,-0.000122,-39.062500,10.986328,-1.596548,86,0.000000,0
200,0,1773659209999,0,0.000854,0.000000,-0.000122,-10.986328,8.544922,-40.283203,86,0.000000,0
200,0,1773659210000,0,0.000977,0.000000,-0.000122,-6.103516,14.648438,-42.724609,86,0.000000,0
200,0,1773659210043,0,0.000977,0.000000,-0.000244,-24.414062,32.958984,-45.166016,86,0.000000,0
200,0,1773659210043,0,0.000854,0.000000,-0.000244,-37.841797,25.634766,-48.828125,86,0.000000,0
200,0,1773659210044,0,0.000854,0.000000,-0.000244,-30.517578,25.634766,-52.490234,86,0.000000,0
200,0,1773659210092,0,0.000977,0.000000,0.000000,-23.193359,29.296875,-2.022654,86,0.000000,0
200,0,1773659210093,0,0.000977,0.000000,0.000000,-18.310547,39.062500,-63.476562,86,0.000000,0
200,0,1773659210094,0,0.000854,0.000000,-0.000122,-13.427734,35.400391,-67.138672,86,0.000000,0
200,0,1773659210141,0,0.000854,0.000122,-0.000122,-13.427734,30.517578,-2.299623,86,0.000000,0
200,0,1773659210142,0,0.000977,0.000000,-0.000122,-15.869141,31.738281,-2.427454,86,0.000000,0
200,0,1773659210142,0,0.000977,0.000000,-0.000122,-6.103516,32.958984,-2.491370,86,0.000000,0
200,0,1773659210191,0,0.000977,0.000122,-0.000122,-8.544922,31.738281,-2.597897,86,0.000000,0
200,0,1773659210192,0,0.001099,0.000000,-0.000122,-7.324219,34.179688,-2.704423,86,0.000000,0
200,0,1773659210240,0,0.001099,0.000122,-0.000122,-6.103516,35.400391,-103.759766,86,0.000000,0
200,0,1773659210241,0,0.001221,0.000122,0.000000,-12.207031,37.841797,-113.525391,86,0.000000,0
200,0,1773659210241,0,0.001343,0.000122,0.000000,-30.517578,40.283203,-3.087918,86,0.000000,0
