sessionState,prevStepMs,sensorLocation,spm,stepCounter,gpsStepLength
200,1773660141951,RIGHT_ANKLE,94.543213,354,0.000000
200,1773660142582,LEFT_ANKLE,94.841766,355,0.000000
200,1773660143172,RIGHT_ANKLE,94.841766,356,0.000000
200,1773660143896,LEFT_ANKLE,94.841766,357,0.000000
200,1773660144437,RIGHT_ANKLE,96.892937,358,0.000000
200,1773660145069,LEFT_ANKLE,97.239594,359,0.000000
200,1773660145656,RIGHT_ANKLE,99.615425,360,0.000000
200,1773660146336,LEFT_ANKLE,95.128883,361,0.000000
200,1773660146926,RIGHT_ANKLE,99.615425,362,0.000000
200,1773660147602,LEFT_ANKLE,95.129669,363,0.000000
200,1773660148197,RIGHT_ANKLE,97.097557,364,0.000000
200,1773660148871,LEFT_ANKLE,92.872833,365,0.000000
200,1773660149510,RIGHT_ANKLE,94.585938,366,0.000000
200,1773660150186,LEFT_ANKLE,90.558289,367,0.000000
200,1773660150780,RIGHT_ANKLE,94.585938,368,0.000000
200,1773660151458,LEFT_ANKLE,90.558289,369,0.000000
200,1773660152046,RIGHT_ANKLE,94.554741,370,0.000000
200,1773660152722,LEFT_ANKLE,92.841637,371,0.000000
200,1773660153312,RIGHT_ANKLE,97.154137,372,0.000000
200,1773660153941,LEFT_ANKLE,95.280602,373,0.000000
200,1773660154577,RIGHT_ANKLE,97.141350,374,0.000000
200,1773660155256,LEFT_ANKLE,92.828835,375,0.000000
200,1773660155850,RIGHT_ANKLE,96.913078,376,0.000000
200,1773660156527,LEFT_ANKLE,92.785133,377,0.000000
200,1773660157162,RIGHT_ANKLE,92.484703,378,0.000000
200,1773660157840,LEFT_ANKLE,90.536682,379,0.000000
200,1773660159303,LEFT_ANKLE,90.536682,380,0.000000
200,1773660159892,RIGHT_ANKLE,90.536682,381,0.000000
200,1773660160570,LEFT_ANKLE,90.493111,382,0.000000
200,1773660161162,RIGHT_ANKLE,92.780830,383,0.000000
200,1773660161837,LEFT_ANKLE,92.911934,384,0.000000
200,1773660162428,RIGHT_ANKLE,97.254356,385,0.000000
200,1773660163058,LEFT_ANKLE,95.159447,386,0.000000
200,1773660163694,RIGHT_ANKLE,96.976357,387,0.000000
200,1773660164374,LEFT_ANKLE,92.822205,388,0.000000
200,1773660165062,RIGHT_ANKLE,92.604340,389,0.000000
200,1773660165786,LEFT_ANKLE,89.928070,390,0.000000
200,1773660166430,RIGHT_ANKLE,89.537437,391,0.000000
200,1773660167103,LEFT_ANKLE,88.199219,392,0.000000
200,1773660167695,RIGHT_ANKLE,89.843353,393,0.000000
200,1773660168371,LEFT_ANKLE,90.359375,394,0.000000
200,1773660169008,RIGHT_ANKLE,92.170753,395,0.000000
200,1773660169686,LEFT_ANKLE,90.700653,396,0.000000
200,1773660170374,RIGHT_ANKLE,90.481499,397,0.000000
200,1773660171006,LEFT_ANKLE,90.481499,398,0.000000
200,1773660171688,RIGHT_ANKLE,90.221214,399,0.000000
200,1773660172368,LEFT_ANKLE,88.235802,400,0.000000
200,1773660173209,RIGHT_ANKLE,87.807045,401,0.000000
200,1773660173832,LEFT_ANKLE,90.382843,402,0.000000
200,1773660174469,RIGHT_ANKLE,90.134453,403,0.000000
200,1773660175195,LEFT_ANKLE,88.357147,404,0.000000
200,1773660175790,RIGHT_ANKLE,91.048119,405,0.000000
200,1773660176462,LEFT_ANKLE,93.261810,406,0.000000
200,1773660177101,RIGHT_ANKLE,92.457985,407,0.000000
200,1773660177876,LEFT_ANKLE,88.609016,408,0.000000
200,1773660178466,RIGHT_ANKLE,94.674255,409,0.000000
200,1773660179145,LEFT_ANKLE,90.515892,410,0.000000
200,1773660179829,RIGHT_ANKLE,89.993752,411,0.000000
200,1773660180509,LEFT_ANKLE,88.106606,412,0.000000
200,1773660181202,RIGHT_ANKLE,88.106606,413,0.000000
200,1773660181876,LEFT_ANKLE,88.106606,414,0.000000
200,1773660182561,RIGHT_ANKLE,87.848610,415,0.000000
200,1773660183246,LEFT_ANKLE,87.805931,416,0.000000
200,1773660183877,RIGHT_ANKLE,88.067749,417,0.000000
200,1773660184508,LEFT_ANKLE,90.566399,418,0.000000
200,1773660185097,RIGHT_ANKLE,92.588524,419,0.000000
200,1773660185776,LEFT_ANKLE,92.846527,420,0.000000
200,1773660186365,RIGHT_ANKLE,97.347298,421,0.000000
200,1773660187090,LEFT_ANKLE,95.106659,422,0.000000
200,1773660187730,RIGHT_ANKLE,94.660927,423,0.000000
200,1773660188408,LEFT_ANKLE,90.203606,424,0.000000
200,1773660189093,RIGHT_ANKLE,89.945610,425,0.000000
200,1773660189772,LEFT_ANKLE,88.150688,426,0.000000
200,1773660190408,RIGHT_ANKLE,90.203606,427,0.000000
200,1773660191089,LEFT_ANKLE,88.322182,428,0.000000
200,1773660191726,RIGHT_ANKLE,90.220833,429,0.000000
200,1773660192404,LEFT_ANKLE,90.350777,430,0.000000
200,1773660193042,RIGHT_ANKLE,92.243660,431,0.000000
200,1773660193672,LEFT_ANKLE,92.243660,432,0.000000
200,1773660194311,RIGHT_ANKLE,94.044037,433,0.000000
200,1773660194991,LEFT_ANKLE,92.145386,434,0.000000
200,1773660195676,RIGHT_ANKLE,92.058632,435,0.000000
200,1773660196401,LEFT_ANKLE,89.907753,436,0.000000
200,1773660197089,RIGHT_ANKLE,87.678612,437,0.000000
200,1773660197766,LEFT_ANKLE,87.678612,438,0.000000
200,1773660198453,RIGHT_ANKLE,87.378929,439,0.000000
